carBrand,carModel,year,price(rub),city,distance(km),engine_capacity(L),fuel_type
Лада,Гранта,2017,639000.0,Екатеринбург,111000.0,1.6,"бензин,"
Лада,Гранта,2020,749990.0,Екатеринбург,76600.0,1.6,"бензин,"
Лада,Гранта,2017,570000.0,Екатеринбург,202310.0,1.6,"бензин,"
Лада,Гранта,2019,670000.0,Екатеринбург,89000.0,1.6,"бензин,"
Лада,Гранта,2022,799000.0,Екатеринбург,52000.0,1.6,"бензин,"
Лада,Гранта,2022,859000.0,Екатеринбург,49246.0,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,992000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2021,795000.0,Екатеринбург,84000.0,1.6,"бензин,"
Лада,Гранта,2024,1331000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2018,695000.0,Екатеринбург,97000.0,1.6,"бензин,"
Лада,Гранта,2024,926000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1041900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,966900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1344000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1114000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,926000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1114000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1015900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1099000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1041900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1015900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1015900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,966900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1112900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1164000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,940900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1047900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1041900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1015900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,874900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2014,455000.0,Екатеринбург,125000.0,1.6,"бензин,"
Лада,Гранта,2012,330000.0,Екатеринбург,223335.0,1.6,"бензин,"
Лада,Гранта,2019,697000.0,Екатеринбург,99000.0,1.6,"бензин,"
Лада,Гранта,2013,320000.0,Екатеринбург,309000.0,1.6,"бензин,"
Лада,Гранта,2020,549000.0,Екатеринбург,118000.0,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1078000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1056900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1032900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1026900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1041900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,911000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,926000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,970900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,970900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,966900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1015900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1112900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,955900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,955900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1041900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,955900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,911000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2015,290000.0,Екатеринбург,246970.0,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,985900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,1051900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,955900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,874900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,955900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,966900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,970900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1000900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,970900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1099000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1164000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2012,410000.0,Екатеринбург,76999.0,1.6,"бензин,"
Лада,Гранта,2024,1030900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1026900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,966900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1164000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,981900.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2012,350000.0,Екатеринбург,112000.0,1.6,"бензин,"
Лада,Гранта,2013,499000.0,Екатеринбург,174017.0,1.6,"бензин,"
Лада,Гранта,2023,950000.0,Екатеринбург,15000.0,1.6,"бензин,"
Лада,Гранта,2020,720000.0,Екатеринбург,155000.0,1.6,"бензин,"
Лада,Гранта,2013,635000.0,Екатеринбург,133000.0,1.6,"бензин,"
Лада,Гранта,2014,350000.0,Екатеринбург,123000.0,1.6,"бензин,"
Лада,Гранта,2018,469000.0,Екатеринбург,93000.0,1.6,"бензин,"
Лада,Гранта,2024,1007000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1084000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1114000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1097000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1082000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1067000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1052000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2018,578000.0,Екатеринбург,112000.0,1.6,"бензин,"
Лада,Гранта,2021,750000.0,Екатеринбург,117154.0,1.6,"бензин,"
Лада,Гранта,2015,510000.0,Екатеринбург,105000.0,1.6,"бензин,"
Лада,Гранта,2023,2206000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,2279000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,2079000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2019,575000.0,Екатеринбург,62000.0,1.6,"бензин,"
Лада,Гранта,2015,450000.0,Екатеринбург,226000.0,1.6,"бензин,"
Лада,Гранта,2023,830000.0,Екатеринбург,54000.0,1.6,"бензин,"
Лада,Гранта,2023,883000.0,Екатеринбург,14060.0,1.6,"бензин,"
Лада,Гранта,2024,1114000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1067000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1093000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2024,1067000.0,Екатеринбург,,1.6,"бензин,"
Лада,Гранта,2023,990000.0,Екатеринбург,16000.0,1.6,"бензин,"
Лада,Гранта,2024,1082000.0,Екатеринбург,,1.6,"бензин,"
